Depression level,Mood Level,Gender,Age Range,Category,Recommendation,Link
Severe,Scared,Prefer not to say,35-44,Professional Help,Affordable mental health services,https://www.betterhelp.com/heather-friend/get-started/?counselor=118075&start=true&landing_type=general&utm_source=AdWords&utm_campaign=storefront&utm_term=online+counseling_b&utm_content=heather-friend_118075&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZhWSd0JhwUPJo8LMuvfou68Xgyt8lSe1HseBlWH3gQHN6oNIHzqvXxoCmvIQAvD_BwE&not_found=1&gor=rd_heather-friend&not_found=1
Severe,Confused,Female,45-54,Professional Help,Free online counseling services,https://www.7cups.com
Severe,Neutral,Prefer not to say,25-34,Professional Help,Ask a psychiatrist online,https://www.justanswer.com/sip/mental-health?r=ppc|ga|1|||&JPKW=psychiatrist%20online&JPDC=S&JPST=&JPAD=468194657244&JPMT=e&JPNW=g&JPAF=txt&JPRC=1&JPOP=&cmpid=11185346152&agid=108444346294&fiid=&tgtid=kwd-1714527014&ntw=g&dvc=c&r=ppc|ga|1|||&JPKW=psychiatrist%20online&JPDC=S&JPST=&JPAD=468194657244&JPMT=e&JPNW=g&JPAF=txt&JPRC=1&JPCD=&JPOP=&cmpid=11185346152&agid=108444346294&fiid=&tgtid=kwd-1714527014&ntw=g&dvc=c&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZtb3lFOaoIjPpIqqPFa_9yB-VVdzOCi3uY1BRp-pgtf1KqtJGdx4oRoCUuEQAvD_BwE
Severe,Scared,Male,45-54,Professional Help,EMDR trauma therapy specialists,https://www.emdria.org/find-an-emdr-therapist/
Moderately Severe,Sad,Prefer not to say,15-19,Professional Help,Child psychiatry clinic finder,https://www.doc.lk/search?doctor=&hospital=0&specialization=158&date=
Severe,Sad,Prefer not to say,15-19,Professional Help,Teenage counseling helplines,https://www.nationaleatingdisorders.org/free-low-cost-support
Severe,Scared,Male,20-24,Professional Help,Free suicide hotlines,https://www.opencounseling.com/hotlines-us
Severe,Confused,Female,55-65,Professional Help,Psychoanalysis therapist locator,https://www.psychologytoday.com/us/therapists/psychoanalytic
Moderate,Scared,Female,20-24,Professional Help,Online therapist finder tool,https://www.betterhelp.com/helpme/
Severe,Confused,Prefer not to say,45-54,Professional Help,Psychologist appointment booking,https://www.zocdoc.com/psychiatrists
Moderate,Neutral,Female,25-34,Professional Help,Therapy appointment booking online,https://www.betterhelp.com/daniel-ephraim-pott-pepperman/get-started/?counselor=95316&start=true&landing_type=general&utm_source=AdWords&utm_campaign=storefront&utm_term=online+therapy_b&utm_content=daniel-ephraim-pott-pepperman_95316&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZiadKnMtvlAMnfQnoQf0HwNyZyoqgCB3BN2YKEfjSc88bG_7yPXsSBoCssEQAvD_BwE&not_found=1&gor=rd_daniel-ephraim-pott-pepperman&not_found=1
Severe,Confused,Prefer not to say,15-19,Professional Help,Teen counseling services locator,https://congruentcounseling.com/
Mild,Confused,Male,55-65,Professional Help,Psychiatrist appointment scheduling,https://www.zocdoc.com/psychiatrists
Minimal,Anxious,Female,25-34,Professional Help,Cognitive behavioral therapists finder,https://www.psychologytoday.com/us/therapists/cognitive-behavioral-cbt
Moderately Severe,Calm,Prefer not to say,15-19,Professional Help,PsychologyToday therapist finder,https://www.psychologytoday.com/us
Moderate,Sad,Male,55-65,Professional Help,Psychiatrist appointment booking,https://www.zocdoc.com/psychiatrists
Severe,Anxious,Female,25-34,Professional Help,Telehealth therapist options,https://www.betterhelp.com/
Mild,Calm,Prefer not to say,15-19,Professional Help,Child psychologist appointment booking,https://www.therapyroute.com/therapists/sri-lanka/1
Minimal,Sad,Male,55-65,Professional Help,Psychiatric evaluation scheduler,https://www.zocdoc.com/
Moderately Severe,Anxious,Female,25-34,Professional Help,Telehealth therapy provider search,https://www.healthgrades.com/find-a-hospital
Moderate,Calm,Prefer not to say,15-19,Professional Help,Virtual counseling services companies,https://www.everydayhealth.com/emotional-health/best-online-therapy/
Severe,Sad,Male,55-65,Professional Help,Psychiatric Assessment Appointment,https://www.zocdoc.com/psychiatrists
Moderately Severe,Anxious,Prefer not to say,35-44,Professional Help,Betterhelp website,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=over+the+phone+therapist_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-300214301918&gad_source=1&gclid=CjwKCAiAlcyuBhBnEiwAOGZ2SyDmvRo7qhaDe5ewit3civo2PPC1KDk8bGU6I0NcTgeZ7du1H1VUvhoChzcQAvD_BwE&not_found=1&gor=start
Severe,Confused,Prefer not to say,25-34,Professional Help,Get professional help immediately from a therapist in Doc 990,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
Severe,Sad,Female,35-44,Professional Help,Get professional help immediately from a therapist ,https://www.therapyroute.com/therapists/sri-lanka/1
Severe,Sad,Female,55-65,Professional Help,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/1
Moderate,Anxious,Prefer not to say,15-19,Professional Help,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics",https://www.therapyroute.com/therapists/sri-lanka/1
Severe,Anxious,Male,20-24,Professional Help,"Psychologists, Counsellors, & Therapists in Sri Lanka",https://frame.doc.lk:8090/all/search?doctor=&hospital=&specialization=90&date=
Moderately Severe,Confused,Prefer not to say,45-54,Professional Help,Find a Trusted and Qualified Mental Health Practitioner,https://kalyanasl.org/mental-health-therapist-directory/
Severe,Confused,Male,35-44,Professional Help,The best psychologist in Sri Lanka,https://lankadoctor.com/specialist/specialist-2/psychologist.php
Moderately Severe,Sad,Prefer not to say,20-24,Professional Help,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/colombo/1
Moderately Severe,Sad,Prefer not to say,55-65,Professional Help,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/colombo/1
Minimal,Sad,Male,20-24,Social Connection Strategies,Love Someone Who Has Depression? This is What You Need to Know by Julia Kristina,https://youtu.be/k5PRxE4yJpw?si=53Ju-k1twoLKT37m
Moderate,Anxious,Prefer not to say,35-44,Social Connection Strategies,How to tell someone about your depression by Kati Morton,https://youtu.be/AUUc6XlLImU?si=6y-rxrt6lQLgjutp
Moderately Severe,Scared,Female,25-34,Social Connection Strategies,Learning to live with depression by Jake Tyler,https://youtu.be/IDPDEKtd2yM?si=RCuCkMg2yl7LbWpc
Moderately Severe,Confused,Female,25-34,Social Connection Strategies,The Importance of Social Connection in Depression,https://youtu.be/u1DdSAsqSlk?si=d54cn7kEkSGIIr-l
Minimal,Confused,Female,45-54,Social Connection Strategies,8 Ways to Create and Build Social Connections,https://connect2affect.org/build-social-connections/
Minimal,Sad,Prefer not to say,55-65,Social Connection Strategies,"Meetup | Find Local Groups, Events, and Activities Near You",https://www.meetup.com/
Minimal,Calm,Male,45-54,Social Connection Strategies,8 Easy Ways to Cultivate Social Connectedness,https://www.humangood.org/resources/senior-living-blog/easy-ways-to-cultivate-social-connectedness
Mild,Neutral,Prefer not to say,15-19,Social Connection Strategies,Social connectedness in youth,https://extension.umn.edu/supportive-relationships-and-environment/social-connectedness-youth
Mild,Scared,Male,25-34,Social Connection Strategies,Local meetup groups to connect with people,https://www.meetup.com
Minimal,Scared,Male,55-65,Social Connection Strategies,Local community events to meet people,https://www.eventbrite.com
Severe,Scared,Male,25-34,Social Connection Strategies,Local community events to be social,https://www.eventbrite.com
Moderate,Sad,Male,35-44,Social Connection Strategies,Local clubs/groups to connect with people,https://www.meetup.com
Mild,Happy,Male,45-54,Social Connection Strategies,Local community events calendar,https://allevents.in/
Minimal,Neutral,Male,35-44,Social Connection Strategies,Local clubs and meetups,https://www.meetup.com
Mild,Anxious,Prefer not to say,35-44,Social Connection Strategies,"Meetup | Find Local Groups, Events, and Activities Near You",https://www.meetup.com/
Minimal,Happy,Prefer not to say,45-54,Social Connection Strategies,Local social groups,https://www.meetup.com/cities/lk/colombo/
Severe,Calm,Prefer not to say,20-24,Social Connection Strategies,Local hobby groups,https://www.meetup.com/cities/lk/colombo/
Moderate,Sad,Prefer not to say,45-54,Social Connection Strategies,Local sports clubs,https://www.meetup.com/Colombo-Sports-and-Adventure-Meetup/
Mild,Scared,Prefer not to say,20-24,Social Connection Strategies,Local yoga groups,https://www.meetup.com/topics/yoga/lk/colombo/
Minimal,Neutral,Prefer not to say,45-54,Social Connection Strategies,Local cooking classes,https://www.meetup.com/topics/cooking-classes/lk/colombo/
Moderately Severe,Confused,Prefer not to say,20-24,Social Connection Strategies,Local sports teams,https://www.meetup.com/topics/sports-teams/lk/colombo/
Moderate,Sad,Prefer not to say,45-54,Social Connection Strategies,Local sports clubs,https://mvcc.vic.gov.au/live/my-neighbourhood/local-sports-clubs/
Mild,Anxious,Prefer not to say,35-44,Social Connection Strategies,Volunteer opportunities,https://www.volunteerworld.com/en/volunteer-abroad/sri-lanka
Severe,Happy,Male,35-44,Social Connection Strategies,Local Book Clubs,https://www.meetup.com/Colombo-Book-Club-Meetup/
Moderate,Calm,Male,45-54,Social Connection Strategies,Local Running Groups,https://www.meetup.com/trailslk/
Mild,Sad,Male,55-65,Social Connection Strategies,Local Music Groups,https://www.meetup.com/topics/music/lk/colombo/
Minimal,Scared,Male,15-19,Social Connection Strategies,Local Photography Groups,https://www.meetup.com/topics/photography/lk/colombo/
Moderately Severe,Neutral,Male,25-34,Social Connection Strategies,Local Cooking Classes,https://www.meetup.com/topics/cooking-classes/lk/colombo/
Moderate,Confused,Male,35-44,Social Connection Strategies,Local Hiking Groups,https://www.treklanka.com/
Mild,Anxious,Male,45-54,Social Connection Strategies,Local Dance Groups,https://www.meetup.com/topics/dance/lk/colombo/
Minimal,Happy,Male,55-65,Social Connection Strategies,Local Language Exchange Groups,https://www.meetup.com/topics/language-exchange/
Moderate,Neutral,Male,15-19,Social Connection Strategies,"If You STRUGGLE With Stress, Anxiety & Depression",https://www.youtube.com/watch?v=4p_yc-66b-M
Severe,Confused,Prefer not to say,25-34,Social Connection Strategies,Local support groups,https://www.supportgroups.com
Moderate,Anxious,Female,15-19,Social Connection Strategies,Set up lunch date with friend,https://www.uncommondating.com/best-date-ideas/lunch-date-ideas/
Minimal,Happy,Male,20-24,Social Connection Strategies,Why Social Connections Matter to Your Health,https://www.youtube.com/watch?v=4p_yc-66b-M
Moderately Severe,Scared,Prefer not to say,25-34,Social Connection Strategies,Volunteer at animal shelter,https://barkstreet.net/
Minimal,Sad,Male,20-24,Social Connection Strategies,Love Someone Who Has Depression? This is What You Need to Know by Julia Kristina,https://youtu.be/k5PRxE4yJpw?si=53Ju-k1twoLKT37m
Moderate,Anxious,Prefer not to say,35-44,Social Connection Strategies,What You Can Do to Improve Social Connectedness,https://www.cdc.gov/emotional-wellbeing/social-connectedness/ways-to-improve.htm
Moderately Severe,Scared,Female,25-34,Social Connection Strategies,Learning to live with depression by Jake Tyler,https://youtu.be/IDPDEKtd2yM?si=RCuCkMg2yl7LbWpc
Moderately Severe,Confused,Female,25-34,Social Connection Strategies,The Importance of Social Connection in Depression,https://youtu.be/u1DdSAsqSlk?si=d54cn7kEkSGIIr-l
Mild,Confused,Female,45-54,Social Connection Strategies,Why Social Connections Matter to Your Health,https://www.youtube.com/watch?v=4p_yc-66b-M
Minimal,Neutral,Prefer not to say,35-44,Social Connection Strategies,Social Activities for Adults,https://www.jaunty.org/blog/social-activities-for-adults/
Mild,Neutral,Female,25-34,Social Connection Strategies,10 Ways to Connect with Friends Virtually,https://onlineacademiccommunity.uvic.ca/myuviclife/2022/07/25/10-fun-ways-to-stay-connected-with-friends-and-family-online/
Moderate,Neutral,Female,55-65,Social Connection Strategies,Local Senior Social Groups,https://www.arborcompany.com/blog/8-senior-social-clubs-that-you-should-be-joining
Mild,Happy,Prefer not to say,35-44,Social Connection Strategies,How to Make Friends as an Adult,https://www.mindbodygreen.com/articles/how-to-make-friends-as-an-adult
Severe,Anxious,Male,35-44,Social Connection Strategies,How to Reconnect with Friends and Family,"https://accesssa.com.au/health-and-well-being/tips-on-connecting-with-family-and-friends/#:~:text=Arrange%20a%20day%20out%20with,of%20informal%20connections%20at%20work."
Moderately Severe,Neutral,Female,35-44,Social Connection Strategies,How to Make New Friends,https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/friendships/art-20044860
Mild,Neutral,Female,15-19,Social Connection Strategies,50 Conversation Starters,https://www.countryliving.com/life/a44359369/conversation-starters/
Mild,Neutral,Prefer not to say,45-54,Social Connection Strategies,Connecting with Friends Despite Limitations,https://www.betterup.com/blog/how-to-connect-with-people
Moderate,Sad,Male,55-65,Social Connection Strategies,Local Seniors Social Groups,https://slk.seniorduniya.com/Colombo/groups
Mild,Neutral,Prefer not to say,45-54,Social Connection Strategies,Building Social Connections,https://www.betterhelp.com/advice/loneliness/im-so-lonely-how-to-build-meaningful-social-connections/
Minimal,Neutral,Female,25-34,Social Connection Strategies,"Fun, Social Activities Near Me",https://www.meetup.com/
Mild,Happy,Prefer not to say,45-54,Social Connection Strategies,Local Volunteer Opportunities,https://www.unvlk.org/
Moderate,Sad,Male,55-65,Social Connection Strategies,Why Social Connections Matter to Your Health,https://www.youtube.com/watch?v=4p_yc-66b-M
Moderate,Sad,Male,55-65,Social Connection Strategies,Promoting Well-Being: Social Connection,https://ctl.wustl.edu/resources/social-connection/
Minimal,Neutral,Female,15-19,Social Connection Strategies,Local Volunteering Opportunities,https://www.pointsoflight.org/
Moderate,Sad,Female,55-65,Social Connection Strategies,Volunteer opportunities for elderly adults,https://www.volunteermatch.org/search?l=United%20States
Minimal,Neutral,Male,35-44,Social Connection Strategies,Local club finder tool,https://bcgba.justgo.com/clubfinder.htm
Moderate,Neutral,Male,45-54,Social Connection Strategies,Local community events calendar,https://www.communityhealthcharities.org/30-local-community-event-ideas/
Moderate,Neutral,Prefer not to say,15-19,Social Connection Strategies,Local volunteer opportunities finder,https://www.volunteermatch.org/
Minimal,Happy,Male,55-65,Social Connection Strategies,Local meetup groups finder,https://www.meetup.com/find/
Minimal,Happy,Female,35-44,Social Connection Strategies,Local club finder app,https://www.meetup.com/apps/
Moderate,Happy,Female,35-44,Social Connection Strategies,Local volunteer opportunities,https://www.volunteermatch.org
Minimal,Confused,Prefer not to say,15-19,Social Connection Strategies,Meetup groups for hobbies,https://www.meetup.com
Minimal,Calm,Female,35-44,Social Connection Strategies,Local hobby groups on Facebook,https://www.facebook.com/groups/discover/
Moderate,Happy,Female,15-19,Social Connection Strategies,How To Make Friends As A Teenage Girl,https://www.youtube.com/watch?v=LnAo9ceg6mU
Moderately Severe,Sad,Male,45-54,Social Connection Strategies,Volunteering and its Surprising Benefits,https://www.helpguide.org/articles/healthy-living/volunteering-and-its-surprising-benefits.htm
Moderately Severe,Neutral,Male,15-19,Social Connection Strategies,100 Questions to Deepen Relationships,https://www.wedgewoodweddings.com/blog/100-questions
Minimal,Scared,Male,25-34,Social Connection Strategies,Volunteer with Friends,https://www.volunteersrilanka.net/
Moderately Severe,Confused,Female,45-54,Social Connection Strategies,Building Connections: How to Be A Relationship Ninja | Rosan Auyeung-Chen | TEDxSFU,https://www.youtube.com/watch?v=cBmMZFMPf18
Moderately Severe,Neutral,Female,45-54,Social Connection Strategies,Directory of Volunteer Opportunities in Sri Lanka,http://www.volunteersrilanka.net/
Moderately Severe,Happy,Female,55-65,Social Connection Strategies,"Science of Social Bonding in Family, Friendship & Romantic Love",https://www.youtube.com/watch?v=RgAcOqVRfYA
Moderately Severe,Happy,Female,45-54,Social Connection Strategies,How Does Social Connectedness Affect Health?,https://www.cdc.gov/emotional-wellbeing/social-connectedness/affect-health.htm
Minimal,Happy,Female,35-44,Social Connection Strategies,"Science of Social Bonding in Family, Friendship & Romantic Love",https://www.youtube.com/watch?v=RgAcOqVRfYA
Minimal,Happy,Female,25-34,Social Connection Strategies,7 Scientifically Backed Reasons You Need Community,https://www.youtube.com/watch?v=tunbBGspM-c
Minimal,Happy,Female,25-34,Social Connection Strategies,100 Ways to Make Friends as an Adult by Bumble,https://www.businessinsider.com/how-to-make-friends-as-adult-bumble-bff-strategy-tips-2023-11
Minimal,Happy,Female,20-24,Social Connection Strategies,20 Ways to Make New Friends,https://www.mindbodygreen.com/articles/how-to-make-friends-as-an-adult
Minimal,Happy,Female,20-24,Social Connection Strategies,Setting Boundaries for Yourself and Others,https://www.youtube.com/watch?v=WiS1mKYbyKI
Minimal,Happy,Female,20-24,Social Connection Strategies,What are some good ways to make friends as an adult?,https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/friendships/art-20044860
Minimal,Happy,Female,20-24,Social Connection Strategies,Making New Social Connections and Building a Support Network on Campus,https://www.youtube.com/watch?v=qQyODotQy74
Minimal,Happy,Female,20-24,Social Connection Strategies,You Are Not Alone: The Power of Social Connections,https://www.youtube.com/watch?v=817LXTC8y5A
Minimal,Happy,Female,20-24,Social Connection Strategies,The Benefits of Adult Friendships,"https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/friendships/art-20044860#:~:text=Friends%20also%20play%20a%20significant,body%20mass%20index%20(BMI)."
Minimal,Happy,Female,20-24,Social Connection Strategies,Start a Book Club to Make Friends,https://www.meetup.com/topics/bookclubs/
Minimal,Happy,Female,20-24,Social Connection Strategies,"Science of Social Bonding in Family, Friendship & Romantic Love",https://www.youtube.com/watch?v=RgAcOqVRfYA&t=1s
Minimal,Happy,Female,20-24,Social Connection Strategies,Conversation Starters for Making Friends,https://www.youtube.com/watch?v=QuktXXe0UjE
Minimal,Happy,Female,20-24,Social Connection Strategies,Setting Boundaries| Mental Health Lessons,https://www.youtube.com/watch?v=Gf4FIt5DG4g&t=7s
Minimal,Happy,Female,20-24,Social Connection Strategies,Creative Ways to Meet New People and Make Connections,https://www.wikihow.com/Meet-New-People
Minimal,Happy,Female,20-24,Social Connection Strategies,40 Icebreaker Questions to Connect With Anyone,https://www.youtube.com/watch?v=weq21Rn4ivQ
Moderate,Confused,Male,35-44,Social Connection Strategies,Volunteering opportunities,https://www.volunteermatch.org
Mild,Neutral,Female,25-34,Social Connection Strategies,Local support groups finder,https://www.verywellmind.com/find-a-mental-health-support-group-4842308
Mild,Happy,Male,45-54,Social Connection Strategies,How to reconnect with friends,https://mensline.org.au/relationship-advice-for-men/reconnecting-with-friends/
Moderate,Neutral,Female,55-65,Social Connection Strategies,Connecting with nature everyday,https://www.mentalhealth.org.uk/our-work/research/our-top-tips-connecting-nature-improve-your-mental-health
Mild,Calm,Female,55-65,Social Connection Strategies,Volunteer opportunities for seniors,https://www.volunteerforever.com/article_post/volunteer-abroad-opportunities-for-seniors-and-retirees/
Moderate,Happy,Female,35-44,Social Connection Strategies,Local hobby networking groups,https://www.meetup.com
Moderately Severe,Calm,Male,35-44,Social Connection Strategies,Local park district activities finder,https://findyourpark.com/park-finder
Mild,Neutral,Female,20-24,Social Connection Strategies,Local hobby groups finder,https://www.meetup.com
Mild,Calm,Male,35-44,Social Connection Strategies,Finding social circles guide,https://www.wikihow.com/Find-Things-to-Share-with-Friends
Minimal,Scared,Female,20-24,Social Connection Strategies,Volunteering opportunities finder,https://www.volunteermatch.org
Moderately Severe,Happy,Prefer not to say,45-54,Social Connection Strategies,Local cooking class events,https://www.eventbrite.com/
Moderate,Neutral,Male,35-44,Social Connection Strategies,Local sports club finder tool,https://www.active.com/
Severe,Confused,Female,20-24,Social Connection Strategies,Local hobby network events,https://www.eventbrite.com
Mild,Happy,Prefer not to say,45-54,Social Connection Strategies,Local friend finding groups,https://www.meetup.com/
Minimal,Neutral,Male,35-44,Social Connection Strategies,Local social activity groups finder,https://www.meetup.com/
Moderately Severe,Confused,Female,20-24,Social Connection Strategies,Local hobby network finder app,https://nextdoor.com
Moderate,Happy,Prefer not to say,45-54,Social Connection Strategies,Local hobby network group finder,https://www.meetup.com/
Severe,Neutral,Male,35-44,Social Connection Strategies,Local hobby groups,https://www.eventbrite.com/d/united-states--san-francisco/clubs-and-hobbies--groups/
Mild,Confused,Female,20-24,Social Connection Strategies,Local groups finder app - Meetup,https://www.meetup.com/
Minimal,Happy,Prefer not to say,45-54,Social Connection Strategies,Local support groups finder app,https://www.meetup.com/
Minimal,Confused,Female,45-54,Social Connection Strategies,8 Ways to Create and Build Social Connections,https://connect2affect.org/build-social-connections/
Minimal,Sad,Prefer not to say,55-65,Social Connection Strategies,"Meetup | Find Local Groups, Events, and Activities Near You",https://www.meetup.com/
Minimal,Calm,Male,45-54,Social Connection Strategies,8 Easy Ways to Cultivate Social Connectedness,https://www.humangood.org/resources/senior-living-blog/easy-ways-to-cultivate-social-connectedness
